-0.0772066, 0.17768, 0.0922374, 0.0310445, 0.0309477, 0.265082, 0.102272, 0.031305, -0.0940387, 0.0532382, 0.00913134, 0.240802, 0.00810812, -0.114721, 0.0199631, 0.0683313, 
-0.130533, -0.111396, -0.0362338, -0.0753912, 0.0502944, 0.0039289, -0.0375224, -0.111012, 0.0159241, -0.162656, 0.0229241, 0.123148, -0.0663208, 0.00827736, 0.0224026, -0.0683963, 
0.0623224, 0.00762157, -0.0705366, 0.119788, -0.103488, 0.0614034, -0.0123864, 0.0264405, -0.237779, -0.0204705, 0.0192345, -0.0142743, -0.0454716, 0.00638566, 0.0886747, -0.150894, 
-0.189477, -0.0542183, 0.121134, -0.0893633, 0.0993875, -0.182143, 0.0186055, -0.00109906, 0.000850816, 0.0792299, -0.0211921, -0.0820599, 0.00869501, -0.0462998, -0.238149, 0.110925, 
-0.114314, -0.0547825, -0.175308, -0.0952811, -0.0700195, -0.0542324, 0.0951689, 0.0443685, -0.101905, -0.084459, 0.138099, 0.112362, -0.0822819, 0.0740279, 0.00279583, -0.01693, 
-0.0516814, 0.0103167, -0.101815, -0.0464709, -0.0342298, -0.179831, 0.0254023, -0.109428, -0.137877, -0.220864, 0.0896715, -0.0617141, 0.0687762, 0.18793, 0.160846, 0.0066427, 
0.109324, 0.0845767, 0.160842, 0.233216, 0.00573151, 0.202532, -0.029581, 0.217725, 0.0202386, 0.120929, -0.155321, 0.235179, 0.0243249, -0.136613, -0.0429636, -0.0450848, 
-0.0975768, -0.0125909, -0.0287401, -0.110808, -0.103578, -0.12978, -0.0640114, -0.0012433, 0.06885, -0.107081, 0.0546201, 0.00934252, -0.0698306, 0.127421, 0.0105416, -0.186558, 
0.0534743, 0.027844, -0.179434, 0.103084, 0.106349, 0.0175588, 0.00405659, 0.110449, -0.0652937, -0.0867625, 0.0784533, 0.0772894, -0.0970143, -0.0779486, -0.032705, -0.101222, 
-0.0372508, 0.0167058, 0.18499, -0.0649118, -0.0579939, -0.283269, -0.00870319, -0.127021, 0.0367538, 0.21706, -0.0886934, 0.0472131, 0.0210774, -0.0521015, -0.0865728, 0.15281, 
